"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 49917","8600000US49917",197,82,4.9,12.2,19.5,9.8,20.7,25.6,6.1,0,1.2,0,39375,40289,"49917",197,3,197,191,97
"ZCTA5 49921","8600000US49921",389,154,7.1,19.5,27.9,5.2,0,31.8,5.2,3.2,0,0,NA,36897,"49921",389,0,389,383,98.5
"ZCTA5 49931","8600000US49931",9600,3217,18.2,6.8,21.8,6.2,10.5,12.8,6.9,11.5,3,2.2,30687,50578,"49931",9600,1074,9600,8013,83.5
"ZCTA5 49942","8600000US49942",368,132,8.3,14.4,7.6,27.3,14.4,0,6.1,17.4,0,4.5,27031,52457,"49942",368,0,368,338,91.8
"ZCTA5 49946","8600000US49946",3859,1613,8.9,5.1,10.6,11.8,18.7,19.7,11.5,10.3,1.5,1.8,45968,58720,"49946",3859,61,3859,3125,81
"ZCTA5 49955","8600000US49955",389,149,4,0,16.8,6,7.4,56.4,2.7,6.7,0,0,56635,55883,"49955",389,11,389,383,98.5
"ZCTA5 49958","8600000US49958",740,344,9.6,2,13.4,14.5,7.8,20.1,10.2,18.6,0.6,3.2,52250,64993,"49958",740,0,740,735,99.3
"ZCTA5 49646","8600000US49646",8252,3409,7.5,5.5,11.2,12.8,17.5,17.9,11.6,12.1,2.1,1.7,45958,59340,"49646",8252,147,8252,7682,93.1
"ZCTA5 49650","8600000US49650",3295,1110,2.2,1.3,7.6,5.8,8.2,16.4,30.7,21.3,4.5,2.2,81731,81256,"49650",3295,118,3295,3179,96.5
"ZCTA5 49675","8600000US49675",993,397,3,2.8,9.3,11.3,13.4,14.1,18.9,11.1,5,11.1,68281,89407,"49675",993,0,993,924,93.1
"ZCTA5 49953","8600000US49953",2329,1161,6.3,4.5,14.5,15.3,19.5,19.2,8.8,9,1.8,1.1,40750,52494,"49953",2329,46,2329,2229,95.7
"ZCTA5 49960","8600000US49960",160,68,4.4,0,11.8,30.9,14.7,35.3,2.9,0,0,0,40000,42409,"49960",160,0,160,149,93.1
"ZCTA5 49969","8600000US49969",1259,604,10.8,4.5,14.1,10.9,15.4,22.4,7.3,9.8,2.8,2.2,41875,54517,"49969",1259,43,1259,882,70.1
"ZCTA5 49768","8600000US49768",448,181,11,10.5,10.5,2.2,33.1,16,9.9,4.4,1.7,0.6,38229,45641,"49768",448,5,448,409,91.3
"ZCTA5 49780","8600000US49780",1882,649,6.5,3.9,7.6,12.2,11.1,27.1,14,14,3.2,0.5,57917,64175,"49780",1882,38,1882,1565,83.2
"ZCTA5 49272","8600000US49272",2326,1017,1.8,1.5,11.9,14.5,9.9,19,13.6,22.3,4.7,0.9,62596,81661,"49272",2326,0,2326,2252,96.8
"ZCTA5 49279","8600000US49279",845,361,4.2,7.5,10.5,12.7,12.7,22.7,10.8,8.3,5.5,5,55450,68386,"49279",845,3,845,785,92.9
"ZCTA5 49282","8600000US49282",244,141,0,6.4,7.8,29.1,12.8,27.7,5.7,10.6,0,0,47875,47835,"49282",244,0,244,244,100
"ZCTA5 49288","8600000US49288",1491,542,4.8,5,13.8,14.8,19.4,15.3,13.7,12.2,0,1.1,42241,54768,"49288",1491,13,1491,1436,96.3
"ZCTA5 49315","8600000US49315",23283,8320,1.7,1.9,5.1,5.5,14.3,16.3,16.4,21,10,7.9,82182,108646,"49315",23283,1169,23283,20541,88.2
"ZCTA5 49336","8600000US49336",4170,1494,6.4,5.1,12.8,14.3,15.5,15.9,12.7,8.7,7.5,1.2,46582,64493,"49336",4170,25,4170,3974,95.3
"ZCTA5 49339","8600000US49339",2160,806,5.3,3.3,5.5,6.5,24.7,21.7,16.4,12.5,2.9,1.2,57661,64514,"49339",2160,24,2160,1952,90.4
"ZCTA5 49344","8600000US49344",3266,1365,2.3,4.2,6.2,8.2,17.7,25,11.6,14.3,4,6.4,57607,77343,"49344",3266,134,3266,2847,87.2
"ZCTA5 49009","8600000US49009",45267,18439,5.5,3.4,7.7,9.7,13.2,15.3,12.6,14.8,8.1,9.6,65958,95735,"49009",45267,3733,45267,36640,80.9
"ZCTA5 49014","8600000US49014",21481,8192,5.8,5,10.4,12.3,13.2,20.2,13.5,13.3,3.1,3.1,53578,65921,"49014",21481,1153,21481,16778,78.1
"ZCTA5 49029","8600000US49029",1595,600,1.7,3,8,13.7,15.7,22.5,14,17.2,1.5,2.8,62813,72781,"49029",1595,3,1595,1560,97.8
"ZCTA5 49034","8600000US49034",2564,1009,1.7,3.6,4.4,13.8,13.6,27.6,8.7,20.1,2.9,3.8,62123,72974,"49034",2564,53,2564,2425,94.6
"ZCTA5 49822","8600000US49822",178,70,0,7.1,18.6,12.9,14.3,21.4,10,10,5.7,0,45833,56410,"49822",178,0,178,176,98.9
"ZCTA5 49833","8600000US49833",178,112,0,0,8,7.1,6.3,29.5,0,49.1,0,0,69891,79739,"49833",178,0,178,178,100
"ZCTA5 49841","8600000US49841",7276,2918,5.2,4.6,9.3,14.3,16.7,21.1,12.9,12.2,1,2.7,49444,61441,"49841",7276,137,7276,6574,90.4
"ZCTA5 49847","8600000US49847",1058,448,3.6,5.4,14.7,15.8,22.3,17.6,10.7,6,2.5,1.3,40917,53862,"49847",1058,7,1058,964,91.1
"ZCTA5 49006","8600000US49006",28711,10366,11.4,7.4,10.7,15.4,13.7,15.3,11.5,8.7,3.3,2.6,39602,58036,"49006",28711,2065,28711,20062,69.9
"ZCTA5 49548","8600000US49548",33613,12022,3.6,3.1,10.4,13.8,18,28.2,11.8,8.8,1.6,0.6,50787,56687,"49548",33613,3824,33613,20660,61.5
"ZCTA5 49619","8600000US49619",1031,408,10.3,1.7,11,20.8,16.2,16.2,11.5,9.3,0.7,2.2,40227,57825,"49619",1031,3,1031,967,93.8
"ZCTA5 49627","8600000US49627",219,90,5.6,0,11.1,0,10,21.1,47.8,0,0,4.4,80500,82152,"49627",219,24,219,177,80.8
"ZCTA5 49648","8600000US49648",2240,1014,2.4,6.4,8.8,7.2,10.4,19.2,18.2,13.3,4.7,9.4,71111,97938,"49648",2240,104,2240,2016,90
"ZCTA5 49667","8600000US49667",514,227,4,4.8,18.9,10.6,23.8,18.1,8.4,8.4,2.2,0.9,41625,51863,"49667",514,0,514,500,97.3
"ZCTA5 49688","8600000US49688",2503,956,6.1,3.5,7.5,11.4,16,24.7,13.6,11.8,3.9,1.6,54700,64872,"49688",2503,33,2503,2439,97.4
"ZCTA5 53011","8600000US53011",2149,894,3,1.6,7,4.4,15.8,13.6,18.1,24,5.7,6.7,80804,97385,"53011",2149,58,2149,2058,95.8
"ZCTA5 53013","8600000US53013",3326,1331,1.2,1.4,8.7,12.2,10.8,16.2,16.2,17.6,6.6,9,73482,90703,"53013",3326,167,3326,3069,92.3
"ZCTA5 53015","8600000US53015",2661,1044,1.3,1.5,5.9,7.8,14.9,19.3,17.5,24.3,4.4,2.9,74100,85509,"53015",2661,138,2661,2350,88.3
"ZCTA5 53034","8600000US53034",1735,711,1.7,3,6.8,11.1,12,28.4,15.6,16.5,1.8,3.2,65369,74995,"53034",1735,25,1735,1606,92.6
"ZCTA5 53046","8600000US53046",1213,504,4.2,6.5,10.3,6.5,9.9,21.4,15.5,16.7,5.4,3.6,65833,77911,"53046",1213,30,1213,1059,87.3
"ZCTA5 53070","8600000US53070",4940,1875,1.9,1.9,7.5,6.2,15.4,21.8,18.7,16,6.1,4.6,67039,83709,"53070",4940,128,4940,4604,93.2
"ZCTA5 56320","8600000US56320",8471,3273,2.4,2,7,7.7,8.9,18.8,16.8,22.5,7.6,6.3,78641,93335,"56320",8471,110,8471,8133,96
"ZCTA5 56295","8600000US56295",296,118,4.2,0.8,10.2,11.9,11,23.7,14.4,14.4,3.4,5.9,57917,77230,"56295",296,5,296,290,98
"ZCTA5 56304","8600000US56304",16701,6873,10.4,5.3,10.5,8.9,15,19.5,11.5,11.1,5.3,2.6,49917,63891,"56304",16701,1377,16701,12490,74.8
"ZCTA5 56315","8600000US56315",1637,672,2.4,6.4,5.7,9.5,14.4,17,14.9,19.3,7.1,3.3,70526,83859,"56315",1637,6,1637,1593,97.3
"ZCTA5 56330","8600000US56330",1624,594,3.4,2,5.9,7.7,13,27.4,17.2,16,4.4,3,62083,73491,"56330",1624,54,1624,1551,95.5
"ZCTA5 56342","8600000US56342",2609,1261,4.6,7.6,15.2,13.2,14.8,18.7,10.2,8.3,4.4,3,44440,61598,"56342",2609,10,2609,2350,90.1
"ZCTA5 56359","8600000US56359",3673,1404,7.5,7,13,13.4,12.9,20.6,11.1,9.8,2.1,2.7,44917,58649,"56359",3673,64,3673,2314,63
"ZCTA5 56368","8600000US56368",4634,1773,3.7,1.6,7.4,7.4,12.2,21.4,17.7,19.3,6.1,3.2,69543,82350,"56368",4634,51,4634,4474,96.5
"ZCTA5 56371","8600000US56371",129,45,4.4,4.4,6.7,6.7,8.9,22.2,37.8,8.9,0,0,71875,62867,"56371",129,4,129,124,96.1
"ZCTA5 56373","8600000US56373",3188,1200,3.6,5.5,3.7,7.8,14.3,22.3,16.5,17.8,3.7,4.8,65735,78058,"56373",3188,41,3188,3091,97
"ZCTA5 56386","8600000US56386",670,305,3.9,11.1,10.8,12.5,13.8,18.4,11.1,13.1,1.6,3.6,48646,66360,"56386",670,8,670,613,91.5
"ZCTA5 56437","8600000US56437",1452,525,5.7,8,7.4,11,15,23.6,16.8,8.8,1.9,1.7,51394,58472,"56437",1452,4,1452,1354,93.3
"ZCTA5 56444","8600000US56444",3127,1376,5.4,3.5,9.8,9.4,12.8,18.9,15.9,13.7,6.3,4.3,62212,82239,"56444",3127,21,3127,2941,94.1
"ZCTA5 56517","8600000US56517",319,118,0.8,4.2,5.1,4.2,19.5,20.3,11,15.3,13.6,5.9,69167,93734,"56517",319,2,319,314,98.4
"ZCTA5 56528","8600000US56528",1664,724,3.6,1.8,7.5,11,16.4,23.2,14.9,12.2,4.3,5.1,62500,75748,"56528",1664,12,1664,1626,97.7
"ZCTA5 56534","8600000US56534",1291,520,4.2,3.7,6.7,9,11.5,14.2,15.6,20.4,7.7,6.9,76071,105201,"56534",1291,6,1291,1239,96
"ZCTA5 56537","8600000US56537",18838,8188,5.7,5,12.1,12.5,11.8,16.3,14.1,13.6,4.9,4.1,54012,71390,"56537",18838,386,18838,17513,93
"ZCTA5 56540","8600000US56540",2121,821,3.3,7.8,11.4,9.1,11,17.8,13.9,15.2,7.4,3,59375,71825,"56540",2121,22,2121,2044,96.4
"ZCTA5 56178","8600000US56178",1891,744,9.4,1.1,13.6,5.6,15.2,20.7,8.9,16.7,7.1,1.7,55893,73271,"56178",1891,20,1891,1810,95.7
"ZCTA5 56187","8600000US56187",14574,5173,5.5,7.4,11.1,9.2,15.2,18.2,15,13.3,3.3,1.6,52699,63898,"56187",14574,4103,14574,6402,43.9
"ZCTA5 56208","8600000US56208",2051,1026,9.7,7.9,12.1,11.8,17.8,16.4,11.4,8.3,3,1.6,42361,60455,"56208",2051,93,2051,1816,88.5
"ZCTA5 56214","8600000US56214",667,312,5.4,7.1,14.7,10.6,11.5,15.4,16.3,14.4,2.9,1.6,50833,65819,"56214",667,14,667,623,93.4
"ZCTA5 56215","8600000US56215",4281,1978,6.3,6.7,15.8,8.6,11.3,16.6,12.5,13.3,2.7,6.1,52016,68864,"56215",4281,57,4281,3926,91.7
"ZCTA5 56216","8600000US56216",658,281,4.6,1.8,1.8,10,12.8,27,16.7,21,2.8,1.4,64327,72355,"56216",658,17,658,600,91.2
"ZCTA5 56223","8600000US56223",1435,576,4,3,14.6,10.1,13,23.3,11.8,12.5,6.4,1.4,55000,67044,"56223",1435,11,1435,1378,96
"ZCTA5 56243","8600000US56243",1670,648,3.2,3.2,8.8,8.5,18.5,27.2,15.1,9.9,3.9,1.7,54868,69051,"56243",1670,15,1670,1573,94.2
"ZCTA5 56249","8600000US56249",283,131,0.8,3.8,5.3,13.7,13,15.3,21.4,13.7,4.6,8.4,71719,99711,"56249",283,0,283,282,99.6
"ZCTA5 56258","8600000US56258",15505,5920,4.7,7.5,10.5,12.4,12.2,13.5,14.6,16.7,4,3.8,54324,75543,"56258",15505,1793,15505,12270,79.1
"ZCTA5 56263","8600000US56263",463,206,2.9,1,9.7,8.7,17.5,23.8,17.5,16,1.9,1,60625,66007,"56263",463,5,463,433,93.5
"ZCTA5 56266","8600000US56266",1471,623,2.1,4.3,13.5,11.4,13.8,20.5,13,14,3,4.3,54095,74011,"56266",1471,17,1471,1382,93.9
"ZCTA5 56267","8600000US56267",7003,2619,7.9,4.7,12.2,8.7,10.2,16.5,12.2,15.8,5.7,6.2,58750,85725,"56267",7003,453,7003,6091,87
"ZCTA5 56276","8600000US56276",200,99,9.1,0,10.1,6.1,18.2,28.3,15.2,11.1,0,2,53250,59673,"56276",200,0,200,200,100
"ZCTA5 56279","8600000US56279",1397,495,3.2,0.6,7.1,10.7,12.7,20.8,20,14.1,4.6,6.1,69375,89921,"56279",1397,13,1397,1218,87.2
"ZCTA5 56296","8600000US56296",1894,1003,5.4,2.8,8.3,14.6,23.4,14.5,13.4,10.9,2.3,4.6,47582,65916,"56296",1894,42,1894,1759,92.9
"ZCTA5 56309","8600000US56309",1394,562,3,3.6,7.5,12.5,17.4,18.5,16.4,14.1,4.3,2.8,56750,70465,"56309",1394,18,1394,1337,95.9
"ZCTA5 56323","8600000US56323",516,237,0.8,4.6,11,15.2,10.1,30,11.8,13.1,1.7,1.7,54653,75592,"56323",516,20,516,477,92.4
"ZCTA5 56382","8600000US56382",1505,585,2.6,2.9,8.9,4.6,14.9,23.2,20.5,15.4,4.1,2.9,65536,77044,"56382",1505,31,1505,1445,96
"ZCTA5 56387","8600000US56387",7329,3318,6.2,4.5,17,12.2,19.5,17.3,12.1,7.4,1.8,1.9,40990,53949,"56387",7329,1357,7329,4757,64.9
"ZCTA5 56687","8600000US56687",37,20,10,0,25,25,15,10,15,0,0,0,26875,40270,"56687",37,0,37,35,94.6
"ZCTA5 56710","8600000US56710",550,242,2.5,10.3,10.7,5.8,19.4,14,13.6,16.1,7,0.4,54375,66199,"56710",550,17,550,483,87.8
"ZCTA5 56760","8600000US56760",327,156,1.9,7.7,9.6,13.5,16.7,16,12.2,10.9,6.4,5.1,50625,71453,"56760",327,2,327,304,93
"ZCTA5 56630","8600000US56630",2204,856,7.4,8.5,9.7,12.5,21.1,17.5,11.2,10.2,1.3,0.6,42576,52439,"56630",2204,25,2204,1970,89.4
"ZCTA5 56644","8600000US56644",780,301,6.6,12.3,7.3,9.3,14,18.9,10,14.6,4,3,51875,63906,"56644",780,9,780,667,85.5
"ZCTA5 56647","8600000US56647",608,260,2.7,4.2,16.9,13.8,10.4,23.1,11.2,11.5,1.2,5,51786,66615,"56647",608,3,608,588,96.7
"ZCTA5 56651","8600000US56651",652,227,1.8,4.4,10.1,10.6,13.2,22,16.7,15.4,3.1,2.6,56250,67598,"56651",652,1,652,484,74.2
"ZCTA5 56662","8600000US56662",494,274,5.1,3.6,11.3,10.6,15.7,22.3,11.3,12.4,1.5,6.2,53333,69437,"56662",494,4,494,473,95.7
"ZCTA5 56667","8600000US56667",588,230,6.1,3.9,8.3,5.2,18.3,10.4,15.7,15.7,11.3,5.2,68214,87431,"56667",588,3,588,535,91
"ZCTA5 56676","8600000US56676",1640,671,6,5.1,10.9,7.3,13,22.2,13.6,18.5,2.1,1.5,60329,70137,"56676",1640,10,1640,1553,94.7
"ZCTA5 56711","8600000US56711",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56711",0,0,0,0,NA
"ZCTA5 56720","8600000US56720",7,5,0,60,0,0,20,0,0,20,0,0,NA,42580,"56720",7,0,7,7,100
"ZCTA5 56726","8600000US56726",1702,618,3.9,2.4,7.8,10.5,15.9,18.8,18.9,16.2,4,1.6,62083,70676,"56726",1702,72,1702,1563,91.8
"ZCTA5 56737","8600000US56737",860,408,7.1,6.6,13.2,12,16.9,20.1,7.6,10.8,2.7,2.9,44444,59799,"56737",860,10,860,838,97.4
"ZCTA5 56544","8600000US56544",5433,2039,4.4,5.2,6.3,10.2,13.8,18.7,16.6,18.1,4.3,2.3,62413,72775,"56544",5433,57,5433,5077,93.4
"ZCTA5 48910","8600000US48910",35183,15698,8.8,7.7,12.8,12.7,17.5,21.2,8.8,7.7,2,0.8,41010,50879,"48910",35183,2855,35183,21500,61.1
"ZCTA5 48430","8600000US48430",35948,14371,2.5,2.8,6.1,7,10.4,19.2,15,20,9.7,7.2,77307,96841,"48430",35948,738,35948,33648,93.6
"ZCTA5 48435","8600000US48435",1940,735,7.3,4.6,6.8,14.4,9.9,23.5,14,15.1,3.3,1,55707,62538,"48435",1940,3,1940,1890,97.4
"ZCTA5 48335","8600000US48335",22998,10718,3.7,3.4,6.3,4.8,10.4,19.2,14.9,16.3,12.2,8.9,80171,98445,"48335",22998,7611,22998,10698,46.5
"ZCTA5 48340","8600000US48340",25387,9662,13.6,7.8,14.1,13.4,15.1,18.4,7.1,8.3,1.1,1.1,35879,48148,"48340",25387,3250,25387,7160,28.2
"ZCTA5 48348","8600000US48348",24605,8712,1.5,1.3,4,3.7,7.9,14.4,12.7,19.2,17.4,17.9,111938,138509,"48348",24605,941,24605,22727,92.4
"ZCTA5 71286","8600000US71286",362,182,6,9.9,6.6,5.5,21.4,25.3,12.1,11,0,2.2,50357,54756,"71286",362,14,362,329,90.9
"ZCTA5 71254","8600000US71254",6468,1755,29.8,11.3,15.9,13.4,8.7,9.9,3.1,2.8,3.1,1.8,19544,59504,"71254",6468,17,6468,1522,23.5
"ZCTA5 71264","8600000US71264",980,406,9.1,16.5,5.4,7.6,13.8,9.9,17.2,10.3,4.4,5.7,46574,65817,"71264",980,16,980,769,78.5
"ZCTA5 71282","8600000US71282",10412,3419,19.1,8.9,13.6,15,13.7,14.2,4.7,6.6,1.7,2.3,30135,46861,"71282",10412,80,10412,3128,30
"ZCTA5 71327","8600000US71327",5891,1446,13.6,7.1,13.1,4.2,13.8,14.5,13.1,7,6,7.7,48047,72935,"71327",5891,51,5891,2906,49.3
"ZCTA5 71345","8600000US71345",177,43,48.8,51.2,0,0,0,0,0,0,0,0,NA,NA,"71345",177,0,177,0,0
"ZCTA5 71353","8600000US71353",1926,721,18.3,1.5,13.3,15.8,13.5,17.6,6.2,5.1,2.4,6.2,36042,57638,"71353",1926,43,1926,1154,59.9
"ZCTA5 71355","8600000US71355",2611,1175,16,11.8,11.2,4.9,12.9,10.9,19.8,10.2,2,0.3,39019,51774,"71355",2611,37,2611,1972,75.5
"ZCTA5 71375","8600000US71375",1227,456,27.4,8.6,10.5,17.5,14,7.7,1.8,9.6,2.2,0.7,29792,38543,"71375",1227,13,1227,319,26
"ZCTA5 71416","8600000US71416",933,378,16.7,18.8,13,7.9,19.3,11.1,2.4,4.2,3.2,3.4,26875,47922,"71416",933,9,933,497,53.3
"ZCTA5 71028","8600000US71028",1095,515,11.7,8.5,28.2,16.1,8.7,8.5,14.6,1,1.4,1.4,25685,41604,"71028",1095,0,1095,463,42.3
"ZCTA5 71001","8600000US71001",4644,1900,13.9,14.3,16.5,15.1,7.9,10.8,10.3,9.4,1.8,0,30597,43974,"71001",4644,16,4644,1387,29.9
"ZCTA5 71045","8600000US71045",638,295,5.4,5.1,17.6,1.7,5.8,27.1,3.4,33.2,0.7,0,60982,69539,"71045",638,0,638,628,98.4
"ZCTA5 71901","8600000US71901",30181,11550,11.4,9.1,13,10.9,12.7,19.6,9.6,7.9,3,2.9,40034,57928,"71901",30181,943,30181,22962,76.1
"ZCTA5 71909","8600000US71909",15872,7651,4.6,2.7,9.9,12.3,15.7,21.9,14.5,13.4,3.1,1.9,55115,65794,"71909",15872,417,15872,14925,94
"ZCTA5 71923","8600000US71923",15099,6054,11.1,5.5,14.5,13.4,12.1,14.2,13.8,11.5,2.5,1.3,40856,55562,"71923",15099,358,15099,10645,70.5
"ZCTA5 71940","8600000US71940",1734,713,2.2,12.8,19.9,11.9,19.4,23,2.2,7.9,0.7,0,42188,44791,"71940",1734,5,1734,1601,92.3
"ZCTA5 71744","8600000US71744",2839,1209,6,5.2,15.9,10,15.5,20.2,11.9,8.6,6.5,0.2,47993,58099,"71744",2839,20,2839,2191,77.2
"ZCTA5 71835","8600000US71835",1035,441,5,2.9,13.4,22.2,7.9,24.9,14.3,7.5,0,1.8,48917,53513,"71835",1035,0,1035,903,87.2
"ZCTA5 71865","8600000US71865",168,75,18.7,5.3,25.3,1.3,14.7,25.3,2.7,5.3,0,1.3,NA,45405,"71865",168,0,168,93,55.4
"ZCTA5 71029","8600000US71029",152,73,0,16.4,20.5,5.5,21.9,12.3,6.8,5.5,8.2,2.7,42750,56697,"71029",152,0,152,87,57.2
"ZCTA5 71032","8600000US71032",2198,954,4.8,8.3,7,20,15.7,8.7,9.3,18.2,1.6,6.3,39527,74559,"71032",2198,17,2198,1635,74.4
"ZCTA5 71040","8600000US71040",8689,2932,18,13.9,17.7,15.5,12.8,11.8,5,3.9,1,0.3,25124,35788,"71040",8689,94,8689,3552,40.9
"ZCTA5 71047","8600000US71047",12258,4383,3.7,7.1,13.1,12.9,11.2,15.8,15.3,12.2,6,2.7,54487,70055,"71047",12258,147,12258,8607,70.2
"ZCTA5 71064","8600000US71064",2769,1266,16.7,11.8,12.6,11.3,19.5,8.9,5.4,12.9,0,0.9,33239,44414,"71064",2769,13,2769,1645,59.4
"ZCTA5 71065","8600000US71065",1358,499,15.6,13.8,10.8,16.2,11.6,16.8,7.8,1.6,1.2,4.4,30509,48255,"71065",1358,0,1358,856,63
"ZCTA5 71030","8600000US71030",1691,666,17.6,2.7,3,6.3,7.4,23.1,12.2,16.4,0,11.4,59922,78378,"71030",1691,0,1691,724,42.8
"ZCTA5 71260","8600000US71260",2679,1104,9.1,18.4,6.8,13.6,14.5,19.7,5.3,8.6,0.7,3.2,38140,58271,"71260",2679,2,2679,1863,69.5
"ZCTA5 71201","8600000US71201",20571,8701,10.8,6.7,10.7,10.2,14.5,16.9,7.7,8.7,5.5,8.3,47299,80774,"71201",20571,677,20571,12338,60
"ZCTA5 71203","8600000US71203",39071,13463,11.6,6.2,15.9,11.2,15.2,14.2,9,9,4,3.6,38713,60604,"71203",39071,1242,39071,17961,46
"ZCTA5 71259","8600000US71259",1648,655,8.2,6.6,19.1,10.4,10.1,24.1,10.8,6.7,0.3,3.7,39340,51818,"71259",1648,1,1648,1147,69.6
"ZCTA5 71044","8600000US71044",572,284,4.2,7.4,21.1,10.2,10.6,12.7,7.4,18.7,4.6,3.2,44286,80176,"71044",572,7,572,523,91.4
"ZCTA5 71046","8600000US71046",914,475,9.9,5.3,10.1,11.8,20.8,16.4,8.6,6.9,3.8,6.3,46120,103952,"71046",914,15,914,651,71.2
"ZCTA5 71007","8600000US71007",975,373,0,0,11.3,12.3,34.9,13.9,13.1,14.5,0,0,42174,55703,"71007",975,0,975,690,70.8
"ZCTA5 71019","8600000US71019",7940,2966,11,12.3,16.5,11.5,11.3,15.2,7,7,3.1,5.1,34024,58333,"71019",7940,0,7940,4573,57.6
"ZCTA5 71023","8600000US71023",3553,1530,6.1,8.1,28,10.4,14.8,13.4,6.8,7.8,2.1,2.5,32727,49264,"71023",3553,49,3553,2987,84.1
"ZCTA5 71049","8600000US71049",3494,1332,15.7,3.5,6.4,10.9,10.4,24.7,11,5,4.5,8.1,52337,66743,"71049",3494,93,3494,2508,71.8
"ZCTA5 71060","8600000US71060",2413,884,10.7,8.7,13.3,13.3,5.8,15.6,12.6,17.8,0,2.1,42115,55800,"71060",2413,2,2413,2114,87.6
"ZCTA5 71072","8600000US71072",1380,632,9.2,2.5,16,21,17.1,16.9,7.8,7.9,0,1.6,35513,47477,"71072",1380,0,1380,1221,88.5
"ZCTA5 71119","8600000US71119",11389,4462,8,4.8,11.1,16.2,11.1,15.2,10.9,11.4,5,6.2,48977,73232,"71119",11389,187,11389,3663,32.2
"ZCTA5 71004","8600000US71004",657,267,11.2,10.9,15.4,16.1,13.1,18,6,7.1,0.7,1.5,31793,45476,"71004",657,2,657,360,54.8
"ZCTA5 71031","8600000US71031",853,340,4.1,15.9,5.9,25,13.8,13.2,8.8,12.1,1.2,0,34167,47789,"71031",853,20,853,823,96.5
"ZCTA5 71034","8600000US71034",415,144,2.1,0,11.8,13.9,10.4,23.6,12.5,24.3,0,1.4,58214,68799,"71034",415,9,415,276,66.5
"ZCTA5 71039","8600000US71039",1769,694,13.4,3.9,19.5,12.2,4.3,15.7,15.3,14.8,0.3,0.6,39583,51981,"71039",1769,7,1769,1509,85.3
"ZCTA5 71055","8600000US71055",19144,7865,12.3,10,22.1,13.4,13,13.6,5.7,6.1,2.5,1.2,29042,46149,"71055",19144,262,19144,10458,54.6
"ZCTA5 71220","8600000US71220",21683,8130,16,8.3,17.1,11.3,13.8,15.6,8.3,7.4,1.2,1,32288,44713,"71220",21683,175,21683,9923,45.8
"ZCTA5 71229","8600000US71229",1391,479,22.3,0.4,12.9,6.7,9.6,17.5,16.7,2.3,5.6,5.8,48813,67813,"71229",1391,0,1391,981,70.5
"ZCTA5 71237","8600000US71237",1747,536,19.6,12.7,16,8.6,16.8,10.1,6.9,4.9,3,1.5,26250,40441,"71237",1747,33,1747,1130,64.7
"ZCTA5 71247","8600000US71247",1143,466,12.9,6.9,25.5,11.2,19.7,9.2,4.3,7.1,3.2,0,29375,41144,"71247",1143,18,1143,539,47.2
"ZCTA5 71269","8600000US71269",12586,4370,12.8,8.6,18.1,8.8,10.3,16.7,8.9,9.9,3.8,2.2,36513,53936,"71269",12586,24,12586,7784,61.8
"ZCTA5 71270","8600000US71270",31326,12384,17.5,6.3,15.7,11.7,12,12.8,8.2,7.8,3.5,4.5,33664,57373,"71270",31326,1395,31326,17023,54.3
"ZCTA5 71333","8600000US71333",557,270,13.3,22.2,10.4,18.1,5.9,14.8,6.3,7.4,0,1.5,27727,46443,"71333",557,0,557,400,71.8
"ZCTA5 71357","8600000US71357",1821,663,15.5,8.6,23.2,7.7,17.5,10.4,9.7,5.4,1.1,0.9,26250,41517,"71357",1821,27,1821,877,48.2
"ZCTA5 57401","8600000US57401",32831,13849,4.7,3.2,11.4,10.7,14.5,18.9,15,13.3,4.8,3.6,56276,75764,"57401",32831,1482,32831,28176,85.8
"ZCTA5 57421","8600000US57421",77,21,0,0,0,0,0,0,0,100,0,0,NA,NA,"57421",77,0,77,77,100
"ZCTA5 57424","8600000US57424",214,82,6.1,4.9,4.9,12.2,8.5,22,8.5,15.9,14.6,2.4,57500,78124,"57424",214,0,214,200,93.5
"ZCTA5 57428","8600000US57428",634,234,3.8,8.1,7.7,12.8,15.8,15.4,17.1,14.1,3,2.1,53750,69541,"57428",634,4,634,617,97.3
"ZCTA5 57435","8600000US57435",315,126,10.3,1.6,10.3,23,12.7,7.9,16.7,6.3,11.1,0,39167,62318,"57435",315,7,315,314,99.7
"ZCTA5 57436","8600000US57436",494,196,4.1,2.6,13.8,3.1,10.7,26,13.3,16.8,4.1,5.6,62500,77240,"57436",494,20,494,452,91.5
"ZCTA5 52577","8600000US52577",14896,6107,5.7,7.9,13.8,10,9.5,22.2,12.1,13.4,2.9,2.6,52695,66681,"52577",14896,413,14896,13725,92.1
"ZCTA5 52563","8600000US52563",1463,607,4.1,4.1,10.4,8.9,7.2,29,18,16.6,0.2,1.5,61791,67604,"52563",1463,18,1463,1445,98.8
